x	y	species	carbon	age
9.11953	7.24838	grass	4.75	1
1.91793	5.83116	grass	4.75	1
7.61354	4.9287	grass	4.75	1
7.64035	7.29775	grass	4.75	1
5.3517	4.4131	grass	9.5	1
8.208	8.90512	grass	4.75	1
8.59216	0.824214	grass	4.75	1
7.59684	7.70583	grass	4.75	1
5.67914	2.6838	grass	4.75	1
1.56796	6.87238	grass	4.75	1
4.94052	3.5362	grass	4.75	1
0.123251	8.58405	grass	4.75	1
5.22532	8.85242	grass	4.75	1
4.74457	3.64263	grass	4.75	1
8.46278	0.085441	grass	4.75	1
2.68851	8.92074	grass	4.75	1
4.79112	5.00919	grass	4.75	1
9.63981	7.73557	grass	9.5	1
8.66872	3.68579	grass	4.75	1
2.69823	1.18389	grass	9.5	1
7.32579	5.3865	grass	4.75	1
6.1808	3.69599	grass	4.75	1
5.22303	9.25997	grass	4.75	1
8.9641	4.61459	tulip	21.875	1
8.63398	0.853912	tulip	43.75	1
1.84348	2.51927	tulip	21.875	1
2.42931	5.45138	tulip	21.875	1
1.00874	4.7789	tulip	43.75	1
9.6218	7.7327	tulip	21.875	1
4.44067	7.80711	tulip	21.875	1
1.7024	6.79535	tulip	43.75	1
5.68754	1.54809	tulip	43.75	1
7.22775	2.1668	tulip	43.75	1
7.97282	4.55266	tulip	21.875	1
0.481515	0.0649685	tulip	21.875	1
7.47196	7.54511	tulip	21.875	1
4.64661	2.29235	tulip	43.75	1
8.26224	0.889696	tulip	43.75	1
1.75336	7.66992	tulip	43.75	1
5.40153	7.95365	tulip	43.75	1
6.88885	2.31068	tulip	43.75	1
1.68258	8.71352	tulip	43.75	1
8.98843	1.93821	tulip	21.875	1
6.91252	0.853593	tulip	21.875	1
9.74083	9.07072	tulip	21.875	1
0.638896	7.73451	tulip	43.75	1
4.41945	2.4589	tulip	43.75	1
9.66221	7.18387	tulip	43.75	1
3.7733	2.9585	tulip	21.875	1
9.44687	3.91203	tulip	43.75	1
5.41179	6.97825	tulip	21.875	1
8.32377	8.3331	tulip	43.75	1
8.47196	4.3469	tulip	21.875	1
2.41537	7.4761	tulip	43.75	1
1.86402	4.19818	tulip	43.75	1
5.11375	3.59276	tulip	43.75	1
7.90375	1.393	tulip	43.75	1
7.34464	9.38816	tulip	43.75	1
6.71856	1.96154	tulip	43.75	1
0.815637	1.75425	tulip	21.875	1
1.26976	5.09052	tulip	21.875	1
2.41817	7.44802	tulip	21.875	1
2.70029	5.54315	shrub	200	1
3.45606	0.754505	shrub	200	1
0.870744	0.682213	shrub	200	1
2.84511	0.916271	shrub	100	1
4.04522	8.29271	shrub	200	1
9.19253	8.78621	shrub	200	1
7.53213	4.54809	shrub	200	1
4.63814	2.95948	shrub	200	1
2.99682	0.859668	shrub	200	1
6.27397	7.06123	shrub	200	1
3.39555	3.79004	shrub	200	1
5.62075	1.67789	shrub	200	1
0.0868863	3.35041	shrub	200	1
5.987	5.15883	shrub	100	1
8.70445	0.659084	shrub	100	1
1.15814	1.32129	shrub	200	1
1.26925	4.14656	shrub	200	1
7.28187	6.39981	shrub	100	1
5.16021	5.72284	shrub	200	1
5.88641	6.50787	shrub	100	1
9.91216	0.0477223	shrub	200	1
6.39566	7.01698	shrub	200	1
9.36972	8.08666	shrub	100	1
9.07049	8.38132	shrub	200	1
2.4386	7.49934	shrub	200	1
5.30879	7.40571	cactus	468.75	1
6.22034	4.0164	cactus	468.75	1
4.14563	0.758377	cactus	937.5	1
6.22783	6.24077	cactus	468.75	1
6.70232	4.74068	cactus	468.75	1
9.39983	4.97371	cactus	937.5	1
7.99611	4.41095	cactus	937.5	1
0.0337303	7.65433	cactus	937.5	1
3.35392	2.39253	cactus	937.5	1
4.73573	2.28165	cactus	937.5	1
8.35628	4.05954	cactus	937.5	1
6.2155	8.81627	cactus	937.5	1
7.41036	0.576202	cactus	937.5	1
6.42683	9.15324	palm	4375	1
2.25169	1.36254	palm	4375	1
9.32332	5.29367	palm	4375	1
8.54064	9.21899	palm	4375	1
9.85566	3.68112	palm	4375	1
4.82197	7.02218	palm	4375	1
7.25287	5.74195	palm	4375	1
4.25046	2.67293	palm	4375	1
7.95296	0.807572	palm	4375	1
6.96813	0.271331	lichen	1	1
3.0214	0.547453	lichen	1	1
3.41615	4.58251	lichen	1	1
3.05605	4.20099	lichen	1	1
4.82784	6.5849	lichen	1	1
0.15584	7.34219	lichen	1	1
1.66771	6.81987	lichen	1	1
4.20827	8.80926	lichen	1	1
2.49966	6.22938	lichen	1	1
8.00756	5.47563	lichen	1	1
8.62686	3.29682	lichen	1	1
6.27451	5.87437	lichen	1	1
3.63435	9.66879	lichen	1	1
4.78622	9.11153	lichen	1	1
7.15063	5.24609	lichen	1	1
8.12606	0.984502	lichen	1	1
0.856853	3.24388	lichen	1	1
8.83293	3.35155	lichen	1	1
1.75947	7.87168	lichen	1	1
7.36895	9.3834	grass	4.75	1
9.44149	1.89178	grass	4.75	1
5.18164	2.5169	grass	4.75	1
6.77488	1.11122	grass	4.75	1
7.9044	2.63992	grass	4.75	1
5.37635	6.11906	grass	4.75	1
9.32969	8.98537	grass	4.75	1
0.9252	2.14606	grass	4.75	1
5.33279	7.87938	grass	4.75	1
1.66668	0.787998	grass	4.75	1
8.20532	0.405702	grass	4.75	1
8.01112	8.36532	grass	4.75	1
8.3486	7.27462	grass	4.75	1
1.70797	2.28651	grass	4.75	1
3.94828	4.27146	grass	4.75	1
0.0157461	1.58167	grass	4.75	1
2.92901	6.8128	grass	4.75	1
8.80937	4.76018	grass	4.75	1
5.85064	7.89948	grass	4.75	1
3.3702	9.90168	grass	4.75	1
3.56639	6.72903	grass	4.75	1
1.28223	9.48232	grass	4.75	1
9.49738	4.34125	grass	4.75	1
4.39296	4.89044	grass	4.75	1
3.0198	8.29683	grass	4.75	1
3.06313	3.84263	grass	4.75	1
9.02956	6.81904	grass	4.75	1
2.34283	3.45819	grass	4.75	1
2.7251	7.67484	grass	4.75	1
2.51446	0.497981	grass	4.75	1
4.19226	9.10153	grass	4.75	1
0.478885	1.71906	grass	4.75	1
6.40223	7.35351	grass	4.75	1
3.38037	3.32364	grass	4.75	1
9.1283	7.40101	grass	4.75	1
7.55464	6.04942	grass	4.75	1
2.51841	2.84305	grass	4.75	1
2.29562	0.585137	grass	4.75	1
8.42846	9.09627	grass	4.75	1
4.70862	5.65042	grass	4.75	1
1.6319	4.35275	grass	4.75	1
5.68525	3.05123	grass	4.75	1
5.43207	1.65085	grass	4.75	1
0.525108	2.43939	grass	4.75	1
1.3559	5.45594	grass	4.75	1
0.369931	4.00436	grass	4.75	1
6.41789	6.26515	grass	4.75	1
7.73989	2.98019	grass	4.75	1
8.6863	7.09294	tulip	21.875	1
9.51844	9.77916	tulip	21.875	1
8.31837	8.18569	tulip	21.875	1
1.66767	1.68846	tulip	21.875	1
4.97022	6.51522	tulip	21.875	1
7.50662	3.38718	tulip	21.875	1
1.53281	2.02665	tulip	21.875	1
8.86749	3.95129	tulip	21.875	1
3.03297	0.609104	tulip	21.875	1
6.65437	5.8469	tulip	21.875	1
8.85336	8.29767	tulip	21.875	1
7.01317	0.524331	tulip	21.875	1
2.74979	1.93329	tulip	21.875	1
5.21771	4.29956	tulip	21.875	1
2.35756	9.06304	tulip	21.875	1
8.35514	0.870301	tulip	21.875	1
0.755982	8.07624	tulip	21.875	1
1.34261	4.40474	shrub	100	1
9.08448	2.45058	shrub	100	1
7.31082	9.32882	shrub	100	1
8.10973	5.27189	shrub	100	1
7.75431	8.57291	shrub	100	1
8.57242	4.77829	shrub	100	1
0.463776	4.21666	cactus	468.75	1
8.51341	6.5423	cactus	468.75	1
8.11389	5.4734	cactus	468.75	1
9.94593	5.99329	cactus	468.75	1
5.87953	4.20607	beetle	2.8	1
3.56852	1.18233	beetle	1.4	1
7.7549	2.74006	beetle	1.4	1
6.75149	1.57943	beetle	1.4	1
0.664449	1.0429	beetle	2.8	1
9.24197	8.09025	beetle	2.8	1
6.90951	9.66068	beetle	1.4	1
4.03326	7.0371	beetle	2.8	1
4.45969	5.76408	beetle	1.4	1
6.01121	4.09426	beetle	1.4	1
3.38467	6.74151	beetle	1.4	1
6.39978	3.70176	beetle	1.4	1
5.13701	5.08388	beetle	1.4	1
7.46017	2.51323	beetle	1.4	1
7.29106	5.87074	beetle	1.4	1
9.7927	7.59475	beetle	2.8	1
1.10643	9.53725	beetle	2.8	1
5.74008	5.07616	beetle	2.8	1
8.30336	7.04882	beetle	2.8	1
9.94607	8.08516	beetle	1.4	1
3.89567	0.210125	beetle	1.4	1
1.42269	6.13143	beetle	1.4	1
8.20544	1.16059	beetle	1.4	1
2.79136	3.15406	beetle	1.4	1
8.11859	8.24661	beetle	2.8	1
9.56009	9.33972	beetle	1.4	1
8.22465	0.292862	beetle	1.4	1
0.0268558	9.72892	beetle	1.4	1
0.45075	5.07231	beetle	1.4	1
8.78465	9.43962	beetle	2.8	1
3.44669	0.636487	beetle	1.4	1
7.14202	0.982329	beetle	1.4	1
7.55392	1.9609	beetle	2.8	1
8.08256	0.911399	beetle	2.8	1
1.24235	6.61034	beetle	2.8	1
1.28014	7.30665	beetle	2.8	1
5.68204	6.75267	beetle	1.4	1
0.438881	6.14993	beetle	2.8	1
3.46229	8.25924	beetle	2.8	1
1.42933	2.07418	beetle	1.4	1
5.42176	7.82751	beetle	2.8	1
7.58704	1.32191	beetle	1.4	1
3.66805	1.14183	beetle	1.4	1
3.10845	0.624592	beetle	2.8	1
3.04568	1.56224	mouse	14	1
2.74811	1.50783	mouse	14	1
7.07204	6.33894	mouse	7	1
3.77007	4.02407	mouse	14	1
3.66756	1.16587	mouse	7	1
7.21915	7.19282	mouse	7	1
4.64414	0.418431	mouse	10	1
7.60662	4.72505	mouse	7	1
5.22941	3.09386	mouse	10	1
4.44776	6.59355	mouse	14	1
1.65338	4.88122	mouse	14	1
3.78208	6.43496	mouse	14	1
8.44993	9.43795	mouse	14	1
6.25072	8.13171	mouse	14	1
4.23437	6.6581	mouse	5	1
0.436859	7.61819	mouse	7	1
1.52261	2.4209	mouse	14	1
5.6047	9.05277	mouse	7	1
9.86407	3.93866	mouse	7	1
7.20819	4.46765	mouse	7	1
9.0886	6.31743	mouse	14	1
9.64115	5.88582	mouse	7	1
4.12684	8.80055	mouse	10	1
5.26715	7.23792	mouse	14	1
5.60597	5.70101	mouse	5	1
3.68816	5.89991	mouse	14	1
3.3556	3.49568	mouse	10	1
3.98889	4.02902	mouse	7	1
4.01786	0.668322	mouse	10	1
4.04434	9.19492	mouse	10	1
9.16227	6.68742	mouse	7	1
1.64942	1.24296	mouse	14	1
2.05223	0.522893	mouse	14	1
3.659	7.80104	mouse	5	1
0.713932	7.4607	mouse	10	1
2.98626	6.55684	mouse	7	1
8.85518	9.68362	mouse	10	1
4.39573	7.33821	mouse	14	1
7.97787	3.40011	mouse	14	1
0.774497	0.176988	mouse	14	1
7.79669	4.13595	mouse	5	1
0.790882	8.0299	mouse	14	1
3.43748	6.9277	mouse	7	1
4.83898	8.57341	mouse	10	1
2.73778	6.27285	mouse	10	1
5.15437	6.32678	mouse	10	1
1.66933	2.94213	mouse	10	1
3.24678	4.02291	mouse	7	1
4.24498	5.51842	mouse	14	1
2.88729	6.87141	mouse	10	1
5.76775	7.88862	rabbit	25	1
7.6023	9.64766	rabbit	70	1
6.25933	9.83326	rabbit	50	1
5.51136	3.89395	rabbit	50	1
4.8866	8.20194	rabbit	25	1
1.61119	8.86826	rabbit	70	1
9.32412	0.763078	gazelle	256.25	1
1.13794	6.6067	scorpion	6.4	1
1.62424	8.3797	scorpion	6.4	1
8.33523	7.497	lizard	28	1
3.55867	9.05615	lizard	23.6	1
8.95215	5.32081	skunk	52	1
7.46175	9.24816	dog	512.5	1
5.38213	9.52873	beetle	1.4	1
4.99514	0.752427	beetle	1.4	1
2.26972	3.87978	beetle	1.4	1
2.94208	9.75287	beetle	1.4	1
0.578486	2.37158	beetle	1.4	1
2.56208	3.39909	beetle	1.4	1
7.69712	6.19051	beetle	1.4	1
5.99364	6.05233	beetle	1.4	1
5.47012	3.97462	beetle	1.4	1
7.67658	0.638454	beetle	1.4	1
8.77385	2.4613	beetle	1.4	1
7.58311	3.28374	beetle	1.4	1
4.41184	1.40309	beetle	1.4	1
6.62558	8.30872	beetle	1.4	1
2.00879	1.63685	beetle	1.4	1
6.9989	7.53372	beetle	1.4	1
3.51798	5.37468	beetle	1.4	1
0.483093	5.99061	beetle	1.4	1
5.55003	5.05548	beetle	1.4	1
7.44635	4.90011	beetle	1.4	1
5.02353	8.34341	beetle	1.4	1
4.21388	1.08582	beetle	1.4	1
2.38849	1.9655	beetle	1.4	1
5.68987	6.45897	beetle	1.4	1
0.927217	8.05879	beetle	1.4	1
2.64311	0.554462	beetle	1.4	1
5.76907	5.5792	beetle	1.4	1
0.930058	1.18364	beetle	1.4	1
6.56131	8.94331	mouse	7	1
1.4666	1.15252	mouse	7	1
7.85179	2.13131	mouse	5	1
7.03775	3.01974	mouse	5	1
1.32539	9.10064	mouse	7	1
6.7478	6.88191	mouse	7	1
1.33475	2.40325	mouse	5	1
7.07613	1.32058	mouse	7	1
8.44837	1.54964	mouse	7	1
4.65649	3.47795	mouse	5	1
2.98884	7.82745	mouse	5	1
4.2667	6.42204	mouse	7	1
2.93561	4.97916	mouse	5	1
4.39553	5.86326	mouse	7	1
9.11467	6.96662	mouse	5	1
2.38445	2.21459	mouse	7	1
8.38883	3.89645	mouse	7	1
8.31028	5.64248	mouse	7	1
8.37509	3.17326	mouse	7	1
8.4253	6.22527	rabbit	25	1
6.7462	0.487838	rabbit	25	1
0.794754	8.4952	scorpion	2.8	1
2.61647	2.92613	lizard	11	1
4.86049	0.759214	skunk	52	1
7.10985	1.81877	mouse	5	1
9.16688	0.627181	beetle	1.4	1
9.34143	6.4622	beetle	1.4	1
9.75654	3.51034	scorpion	6.4	1
7.87025	4.58234	mouse	14	1
6.65287	1.66772	mouse	7	1
8.2191	6.41054	mouse	5	1
7.23251	1.4336	mouse	10	1
9.85331	7.00852	mouse	7	1
8.24526	3.37436	mouse	14	1
9.92031	4.51207	beetle	2.8	1
5.42436	7.60817	lizard	14	1
0.779408	9.92361	beetle	1.4	1
5.71463	8.00975	lizard	14	1
1.73903	4.72571	gazelle	356.25	1
2.73684	9.1568	rabbit	70	1
1.50249	7.89067	mouse	10	1
4.0189	9.95999	mouse	14	1
2.07425	9.50999	mouse	10	1
5.26234	9.72893	mouse	7	1
2.40851	8.34483	mouse	7	1
5.6075	9.79892	mouse	14	1
8.19227	9.42317	beetle	1.4	1
6.871	9.32971	beetle	1.4	1
0.871335	9.61552	beetle	1.4	1
6.87942	9.31945	rabbit	25	1
9.92455	7.27001	elephant	3359.38	1
14.5074	5.28676	lichen	1	1
14.7041	2.67429	lichen	2	1
13.1023	2.76282	lichen	1	1
16.5576	4.42355	lichen	1	1
11.5171	5.94726	lichen	1	1
18.9963	6.51596	lichen	1	1
18.9962	9.85454	lichen	1	1
14.2936	8.95713	lichen	1	1
18.2124	5.23371	lichen	1	1
14.0813	7.2168	lichen	1	1
17.8069	9.77454	lichen	1	1
14.5328	2.32343	lichen	1	1
16.3061	4.8075	lichen	1	1
11.7176	6.78623	lichen	1	1
10.7505	2.25159	lichen	1	1
10.3816	4.85981	lichen	1	1
19.967	9.91026	lichen	1	1
19.883	3.89436	lichen	1	1
10.539	9.87569	lichen	1	1
12.0593	5.23819	lichen	1	1
11.629	3.09586	lichen	1	1
19.4819	5.54728	lichen	1	1
19.1424	8.91496	lichen	1	1
12.1744	1.47855	lichen	1	1
17.3165	2.40772	lichen	1	1
17.6615	6.80255	lichen	1	1
15.0925	4.61438	lichen	1	1
16.4289	2.68394	lichen	1	1
15.3611	6.62221	lichen	1	1
13.67	4.06954	lichen	1	1
19.1131	4.99663	lichen	1	1
16.0519	6.778	lichen	1	1
11.005	2.05662	lichen	1	1
16.6469	1.15365	lichen	2	1
18.9315	4.06697	lichen	1	1
13.9137	9.41582	lichen	2	1
17.7544	1.26279	lichen	1	1
16.5585	2.60723	lichen	1	1
10.7907	8.63828	lichen	1	1
19.4134	7.12557	lichen	1	1
19.6371	0.760012	lichen	1	1
16.2138	8.9088	lichen	1	1
18.5703	7.41791	lichen	1	1
12.642	3.05646	lichen	1	1
19.7536	0.0382063	lichen	1	1
19.2419	0.607979	lichen	1	1
11.1856	7.62759	lichen	1	1
16.4304	9.31746	lichen	1	1
15.4274	5.89034	lichen	1	1
17.5707	1.32976	lichen	1	1
18.9123	6.25879	lichen	1	1
15.538	0.489108	lichen	1	1
18.461	9.44513	lichen	2	1
17.8041	3.09202	lichen	1	1
14.03	9.56384	lichen	1	1
11.6524	2.30609	lichen	1	1
10.4481	4.43495	grass	9.5	1
11.7482	5.97629	grass	9.5	1
11.9543	0.868319	grass	4.75	1
12.323	2.20994	grass	4.75	1
12.5649	4.68562	grass	4.75	1
17.6841	2.49873	grass	4.75	1
15.2049	2.17618	grass	9.5	1
10.0868	5.76319	grass	4.75	1
17.4002	6.43203	grass	4.75	1
15.721	5.63033	grass	9.5	1
16.5	9.74561	grass	4.75	1
17.3589	7.16928	grass	4.75	1
13.7111	3.92788	grass	4.75	1
13.8945	9.71049	grass	4.75	1
19.1379	2.59648	grass	9.5	1
18.0361	9.0553	grass	4.75	1
17.9155	4.47196	grass	4.75	1
10.176	6.95663	grass	4.75	1
19.399	5.0887	grass	4.75	1
18.4691	9.00783	grass	4.75	1
12.6602	1.04565	grass	4.75	1
12.691	2.33181	grass	4.75	1
15.7325	8.76122	grass	4.75	1
19.9469	6.33183	grass	4.75	1
19.8161	3.91304	grass	4.75	1
18.0148	7.56169	grass	4.75	1
14.7101	3.2874	grass	4.75	1
12.9481	6.89684	grass	4.75	1
10.7415	5.47689	grass	9.5	1
17.4987	2.1256	grass	4.75	1
12.2007	1.42796	grass	4.75	1
10.9288	2.59003	grass	4.75	1
12.6618	7.24231	grass	4.75	1
10.5524	8.5981	grass	4.75	1
16.2041	8.00143	grass	4.75	1
14.9819	7.05319	grass	9.5	1
12.6091	2.64146	grass	4.75	1
19.7244	0.898873	grass	4.75	1
10.9368	8.25187	grass	4.75	1
17.7202	9.88046	grass	4.75	1
14.7826	4.96043	grass	4.75	1
19.3149	9.74578	grass	4.75	1
10.227	4.95228	grass	9.5	1
17.9799	8.84306	grass	4.75	1
19.2524	4.4545	grass	4.75	1
10.7568	6.05807	grass	4.75	1
19.2612	1.24206	grass	4.75	1
19.6948	8.68493	grass	4.75	1
13.6121	1.03323	grass	4.75	1
10.494	7.02587	grass	4.75	1
18.787	9.22925	grass	4.75	1
13.8946	7.02628	grass	4.75	1
15.5749	9.38998	grass	4.75	1
13.6982	9.91733	grass	4.75	1
11.6673	2.40892	grass	4.75	1
18.9225	4.17111	grass	4.75	1
14.3734	7.21598	grass	9.5	1
17.8721	9.86621	grass	4.75	1
19.8274	8.24697	grass	4.75	1
10.6874	6.31543	grass	4.75	1
12.0636	1.01508	grass	4.75	1
15.4965	2.63559	grass	4.75	1
15.6625	6.25953	grass	4.75	1
13.3792	5.34955	grass	4.75	1
11.6202	2.5289	grass	4.75	1
14.0548	6.02713	grass	9.5	1
14.6417	6.73321	grass	4.75	1
18.044	9.52795	grass	4.75	1
15.2455	8.62972	grass	4.75	1
18.3185	1.86738	grass	4.75	1
17.4331	3.89268	tulip	43.75	1
13.0022	3.00453	tulip	43.75	1
17.9666	8.52209	tulip	21.875	1
18.593	2.12766	tulip	21.875	1
15.3489	4.1063	tulip	21.875	1
15.0307	1.83703	tulip	21.875	1
19.9612	1.366	tulip	43.75	1
17.0455	4.28616	tulip	21.875	1
17.8994	0.0992113	tulip	43.75	1
18.8368	9.28673	tulip	43.75	1
11.7113	6.52356	tulip	21.875	1
10.5922	2.85212	tulip	43.75	1
15.0547	6.46721	tulip	21.875	1
14.9658	1.96153	tulip	43.75	1
16.5874	0.155891	tulip	43.75	1
19.5631	3.51452	tulip	43.75	1
19.5723	8.96733	tulip	21.875	1
13.4084	7.73743	tulip	43.75	1
11.4758	9.81075	tulip	43.75	1
10.7073	5.1029	tulip	21.875	1
12.4259	1.38545	tulip	43.75	1
19.5422	3.64181	tulip	43.75	1
14.7751	5.57063	tulip	43.75	1
11.4179	7.39949	tulip	21.875	1
19.9505	7.43099	tulip	43.75	1
12.6571	3.127	tulip	21.875	1
10.5188	0.0796433	tulip	43.75	1
18.1008	6.49435	tulip	21.875	1
17.4188	1.73851	tulip	43.75	1
12.6583	3.23105	tulip	21.875	1
10.6324	4.14663	tulip	43.75	1
19.2448	5.39464	tulip	43.75	1
18.386	7.32362	tulip	43.75	1
11.3599	7.92961	tulip	43.75	1
18.9251	5.32548	tulip	21.875	1
11.1151	4.21283	tulip	43.75	1
18.7269	0.0881175	tulip	43.75	1
10.3726	4.64703	tulip	21.875	1
11.3304	7.31895	tulip	43.75	1
19.6396	0.931498	tulip	43.75	1
13.4476	5.11812	tulip	43.75	1
11.6432	4.71663	tulip	43.75	1
11.0009	7.46412	tulip	43.75	1
14.7595	2.6845	tulip	21.875	1
15.6794	6.56993	tulip	43.75	1
19.2329	7.6815	tulip	43.75	1
10.4949	8.59793	tulip	43.75	1
10.3704	7.17404	tulip	21.875	1
12.6568	5.59043	tulip	43.75	1
12.3743	9.65646	tulip	43.75	1
17.1564	1.35393	tulip	21.875	1
10.3408	7.33044	tulip	21.875	1
10.2306	7.46096	tulip	43.75	1
16.6189	8.49241	tulip	43.75	1
13.3226	9.92015	tulip	43.75	1
10.476	1.99637	tulip	21.875	1
15.1366	6.23898	tulip	43.75	1
14.4296	6.96601	shrub	100	1
19.3157	5.54631	shrub	100	1
16.5289	5.84685	shrub	200	1
10.6131	0.535818	shrub	200	1
17.5315	2.1439	shrub	200	1
15.2333	9.09601	shrub	100	1
14.7778	5.16104	shrub	200	1
14.3521	9.01371	shrub	200	1
17.2146	6.40594	shrub	200	1
12.6582	3.27075	shrub	200	1
17.4362	0.340204	shrub	200	1
15.8453	8.01266	shrub	200	1
17.395	7.07621	shrub	100	1
19.6498	4.94605	shrub	100	1
18.3378	6.53635	shrub	200	1
14.753	6.32878	shrub	100	1
18.8096	2.8142	shrub	100	1
13.7765	0.0162436	shrub	200	1
17.5593	2.35547	shrub	200	1
10.9221	5.77507	shrub	100	1
10.5735	0.265693	cactus	937.5	1
18.3576	0.11818	cactus	937.5	1
14.5942	5.56675	cactus	937.5	1
14.9585	2.08074	cactus	937.5	1
10.906	8.2865	cactus	937.5	1
11.4394	1.42633	cactus	468.75	1
19.9438	1.29882	cactus	937.5	1
10.9529	6.82785	palm	2187.5	1
15.0883	3.64733	palm	4375	1
14.5843	0.387688	palm	4375	1
11.6969	8.56219	palm	4375	1
13.284	8.00984	palm	4375	1
11.2836	7.21103	palm	4375	1
18.7903	9.07668	palm	4375	1
10.5009	9.99694	lichen	1	1
19.9666	5.44873	lichen	1	1
17.4359	9.6078	lichen	1	1
16.968	6.37496	lichen	1	1
11.95	8.33143	lichen	1	1
12.595	4.9088	lichen	1	1
19.5192	9.57861	lichen	1	1
11.0909	9.01422	lichen	1	1
11.8145	4.93719	lichen	1	1
19.4079	4.70927	lichen	1	1
12.607	9.7118	lichen	1	1
15.2793	1.88155	lichen	1	1
18.2325	5.90899	lichen	1	1
19.895	1.37864	lichen	1	1
19.4961	1.78799	lichen	1	1
10.2871	1.29642	lichen	1	1
14.8185	7.16644	lichen	1	1
17.0435	5.51983	lichen	1	1
17.5198	8.43209	lichen	1	1
18.9579	5.27749	lichen	1	1
16.6407	8.01339	lichen	1	1
19.0022	0.942866	lichen	1	1
11.5277	2.10725	lichen	1	1
13.3785	5.37182	lichen	1	1
12.6124	7.41753	lichen	1	1
17.2355	7.42473	lichen	1	1
14.0307	9.69834	lichen	1	1
19.3389	6.93831	lichen	1	1
14.2985	0.933603	lichen	1	1
14.7524	7.66412	lichen	1	1
11.7938	2.26987	lichen	1	1
18.5241	0.773458	lichen	1	1
13.4255	2.15206	lichen	1	1
12.2475	1.68828	lichen	1	1
10.8195	6.78866	lichen	1	1
18.1525	3.24642	lichen	1	1
19.0976	7.28427	lichen	1	1
16.1833	5.43817	lichen	1	1
16.8072	5.10547	lichen	1	1
14.7322	4.16788	lichen	1	1
13.5302	8.30486	lichen	1	1
10.4516	2.61751	lichen	1	1
18.2987	3.77902	lichen	1	1
13.8793	9.7276	lichen	1	1
19.5197	8.63959	lichen	1	1
19.4995	3.45961	lichen	1	1
10.9016	1.93842	lichen	1	1
11.26	7.84134	lichen	1	1
13.2094	3.83507	lichen	1	1
17.5803	8.98596	lichen	1	1
10.8308	3.24066	lichen	1	1
14.8968	5.69761	lichen	1	1
14.9624	3.0652	grass	4.75	1
16.133	8.48797	grass	4.75	1
11.6905	6.75574	grass	4.75	1
10.2635	3.18674	grass	4.75	1
14.5806	2.64916	grass	4.75	1
12.1307	4.40568	grass	4.75	1
17.3764	1.22116	grass	4.75	1
18.7065	4.17748	grass	4.75	1
11.7402	6.34118	grass	4.75	1
11.8412	7.04204	grass	4.75	1
14.8349	6.9942	grass	4.75	1
10.3389	9.00468	grass	4.75	1
10.6042	2.06532	grass	4.75	1
13.7072	4.21926	grass	4.75	1
11.7058	5.4446	grass	4.75	1
16.6218	1.73644	grass	4.75	1
16.0902	0.701174	grass	4.75	1
16.1046	5.59205	grass	4.75	1
16.3347	0.477749	grass	4.75	1
12.4908	0.850721	grass	4.75	1
18.1028	7.83021	grass	4.75	1
11.8518	1.18419	grass	4.75	1
19.4825	1.61041	grass	4.75	1
14.5426	4.94699	grass	4.75	1
16.4123	3.32537	grass	4.75	1
18.1385	4.11177	grass	4.75	1
15.0795	8.41736	grass	4.75	1
