x	y	species	carbon	age
2.84428	6.63802	grass	5	0
3.33663	5.36866	grass	5	0
9.24955	1.82876	grass	5	0
5.0941	7.85696	grass	5	0
4.74091	6.69066	grass	5	0
2.18171	7.60112	grass	5	0
5.83529	3.33001	grass	5	0
1.16508	5.4863	grass	5	0
5.9482	6.08004	grass	5	0
0.791995	1.36401	grass	5	0
9.6272	4.17419	grass	5	0
6.63672	2.07651	grass	5	0
5.28444	2.6337	grass	5	0
1.96457	6.98194	grass	5	0
0.0502223	0.379767	grass	5	0
9.43848	6.84125	grass	5	0
8.57096	7.6063	grass	5	0
4.72379	4.63332	grass	5	0
3.23445	9.27533	grass	5	0
4.96316	0.962844	grass	5	0
0.66821	6.49025	grass	5	0
4.00761	1.79597	grass	5	0
0.939852	9.71328	grass	5	0
5.46233	4.69629	grass	5	0
0.026941	5.21201	grass	5	0
1.28471	9.93436	grass	5	0
2.1072	7.1216	grass	5	0
5.24959	4.66142	grass	5	0
3.75546	2.94453	grass	5	0
6.05874	8.34593	grass	5	0
8.54384	3.05001	grass	5	0
3.82327	5.92364	grass	5	0
9.30238	2.0136	grass	5	0
7.43602	3.10728	grass	5	0
6.21947	3.37241	grass	5	0
2.5939	9.92326	grass	5	0
0.0632128	2.74999	grass	5	0
8.38465	2.0189	grass	5	0
5.13375	9.41545	grass	5	0
1.60674	3.60024	grass	5	0
0.353178	0.621156	grass	5	0
6.00173	1.37795	grass	5	0
8.90433	8.49204	grass	5	0
2.74963	4.82477	grass	5	0
1.29053	9.03238	grass	5	0
5.52036	4.19289	grass	5	0
6.02021	1.14152	grass	5	0
6.7513	0.41921	grass	5	0
2.56787	9.435	grass	5	0
2.67506	0.856501	grass	5	0
4.0989	4.9521	grass	5	0
7.78938	7.88041	grass	5	0
8.09199	3.54581	grass	5	0
5.73765	0.522099	grass	5	0
1.01261	6.21235	grass	5	0
5.98649	5.27454	grass	5	0
0.311722	7.97261	grass	5	0
9.11953	7.24838	grass	5	0
2.68786	9.618	grass	5	0
1.91793	5.83116	grass	5	0
4.69285	5.53326	grass	5	0
4.40388	1.52184	grass	5	0
7.61354	4.9287	grass	5	0
7.64035	7.29775	grass	5	0
5.3517	4.4131	grass	5	0
5.01759	3.64956	grass	5	0
8.208	8.90512	grass	5	0
8.59216	0.824214	grass	5	0
7.59684	7.70583	grass	5	0
5.67914	2.6838	grass	5	0
5.79389	8.29656	grass	5	0
1.56796	6.87238	grass	5	0
3.87071	0.0624594	grass	5	0
5.95948	2.99799	grass	5	0
4.94052	3.5362	grass	5	0
4.31703	2.64491	grass	5	0
3.20335	5.42142	grass	5	0
9.06478	4.73677	grass	5	0
0.123251	8.58405	grass	5	0
5.22532	8.85242	grass	5	0
4.99734	3.45413	grass	5	0
3.06277	5.46943	grass	5	0
4.74457	3.64263	grass	5	0
8.61766	9.01738	grass	5	0
5.99519	1.77574	grass	5	0
8.14005	0.208426	grass	5	0
8.46278	0.085441	grass	5	0
2.68851	8.92074	grass	5	0
4.79112	5.00919	grass	5	0
9.63981	7.73557	grass	5	0
8.66872	3.68579	grass	5	0
1.52212	1.96969	grass	5	0
0.926133	9.30054	grass	5	0
4.70109	8.60388	grass	5	0
5.56444	6.76424	grass	5	0
2.69823	1.18389	grass	5	0
7.32579	5.3865	grass	5	0
6.1808	3.69599	grass	5	0
5.22303	9.25997	grass	5	0
8.9641	4.61459	tulip	25	0
8.63398	0.853912	tulip	25	0
1.84348	2.51927	tulip	25	0
2.42931	5.45138	tulip	25	0
1.00874	4.7789	tulip	25	0
9.6218	7.7327	tulip	25	0
4.44067	7.80711	tulip	25	0
1.7024	6.79535	tulip	25	0
4.63623	2.87222	tulip	25	0
5.68754	1.54809	tulip	25	0
7.22775	2.1668	tulip	25	0
7.97282	4.55266	tulip	25	0
0.481515	0.0649685	tulip	25	0
7.47196	7.54511	tulip	25	0
4.64661	2.29235	tulip	25	0
8.26224	0.889696	tulip	25	0
1.75336	7.66992	tulip	25	0
5.40153	7.95365	tulip	25	0
0.811769	7.25671	tulip	25	0
6.88885	2.31068	tulip	25	0
1.68258	8.71352	tulip	25	0
3.83185	4.35339	tulip	25	0
8.98843	1.93821	tulip	25	0
6.91252	0.853593	tulip	25	0
9.74083	9.07072	tulip	25	0
4.41315	8.74332	tulip	25	0
0.638896	7.73451	tulip	25	0
4.41945	2.4589	tulip	25	0
9.66221	7.18387	tulip	25	0
3.7733	2.9585	tulip	25	0
9.44687	3.91203	tulip	25	0
1.58727	4.02919	tulip	25	0
5.41179	6.97825	tulip	25	0
8.32377	8.3331	tulip	25	0
9.16525	4.01214	tulip	25	0
8.47196	4.3469	tulip	25	0
2.41537	7.4761	tulip	25	0
9.73777	4.63992	tulip	25	0
1.86402	4.19818	tulip	25	0
5.11375	3.59276	tulip	25	0
7.90375	1.393	tulip	25	0
7.34464	9.38816	tulip	25	0
6.71856	1.96154	tulip	25	0
0.815637	1.75425	tulip	25	0
1.26976	5.09052	tulip	25	0
2.41817	7.44802	tulip	25	0
2.70029	5.54315	shrub	125	0
3.45606	0.754505	shrub	125	0
0.870744	0.682213	shrub	125	0
2.84511	0.916271	shrub	125	0
4.04522	8.29271	shrub	125	0
9.19253	8.78621	shrub	125	0
7.53213	4.54809	shrub	125	0
4.63814	2.95948	shrub	125	0
2.99682	0.859668	shrub	125	0
6.27397	7.06123	shrub	125	0
3.39555	3.79004	shrub	125	0
5.62075	1.67789	shrub	125	0
0.0868863	3.35041	shrub	125	0
5.987	5.15883	shrub	125	0
8.70445	0.659084	shrub	125	0
1.15814	1.32129	shrub	125	0
1.26925	4.14656	shrub	125	0
7.28187	6.39981	shrub	125	0
5.16021	5.72284	shrub	125	0
5.88641	6.50787	shrub	125	0
9.91216	0.0477223	shrub	125	0
6.39566	7.01698	shrub	125	0
9.36972	8.08666	shrub	125	0
9.07049	8.38132	shrub	125	0
2.4386	7.49934	shrub	125	0
5.30879	7.40571	cactus	625	0
6.22034	4.0164	cactus	625	0
4.14563	0.758377	cactus	625	0
6.22783	6.24077	cactus	625	0
6.70232	4.74068	cactus	625	0
9.39983	4.97371	cactus	625	0
7.99611	4.41095	cactus	625	0
0.0337303	7.65433	cactus	625	0
3.35392	2.39253	cactus	625	0
4.73573	2.28165	cactus	625	0
8.35628	4.05954	cactus	625	0
6.2155	8.81627	cactus	625	0
7.41036	0.576202	cactus	625	0
6.42683	9.15324	palm	3125	0
2.25169	1.36254	palm	3125	0
9.32332	5.29367	palm	3125	0
8.54064	9.21899	palm	3125	0
9.85566	3.68112	palm	3125	0
4.82197	7.02218	palm	3125	0
7.25287	5.74195	palm	3125	0
4.25046	2.67293	palm	3125	0
7.95296	0.807572	palm	3125	0
6.0053	4.78463	beetle	2	0
9.84273	9.65413	beetle	2	0
4.40307	0.840584	beetle	2	0
6.81539	3.22887	beetle	2	0
7.23641	2.0448	beetle	2	0
8.26833	0.974498	beetle	2	0
0.813156	1.68928	beetle	2	0
8.3538	7.37136	beetle	2	0
5.98522	8.69786	beetle	2	0
5.01344	7.95183	beetle	2	0
4.55484	5.10698	beetle	2	0
5.99509	3.65853	beetle	2	0
3.53239	7.26806	beetle	2	0
6.40031	4.25864	beetle	2	0
5.9201	4.09008	beetle	2	0
8.29134	1.53848	beetle	2	0
7.06476	4.97583	beetle	2	0
9.24399	7.45757	beetle	2	0
1.96153	9.56979	beetle	2	0
5.84084	4.15107	beetle	2	0
0.998597	5.92324	beetle	2	0
9.17549	6.32645	beetle	2	0
9.825	8.63431	beetle	2	0
3.77682	0.250401	beetle	2	0
1.15598	6.91402	beetle	2	0
7.32516	0.238926	beetle	2	0
3.55202	3.84207	beetle	2	0
7.33257	9.02824	beetle	2	0
9.33773	9.07345	beetle	2	0
7.87531	0.0282784	beetle	2	0
0.87899	8.76343	beetle	2	0
0.272488	5.08914	beetle	2	0
8.69051	8.47371	beetle	2	0
3.24875	0.279491	beetle	2	0
6.47944	0.498243	beetle	2	0
6.65069	2.32948	beetle	2	0
7.7249	1.51594	beetle	2	0
9.98201	9.74769	beetle	2	0
6.06666	7.94435	beetle	2	0
2.15093	6.73623	beetle	2	0
4.27922	9.75122	beetle	2	0
9.19103	4.79068	beetle	2	0
1.15803	7.93047	beetle	2	0
5.94649	6.62997	beetle	2	0
0.717972	6.31018	beetle	2	0
2.79386	9.23774	beetle	2	0
1.36175	2.88249	beetle	2	0
3.94816	1.46477	beetle	2	0
5.68861	7.61863	beetle	2	0
7.16853	2.23406	beetle	2	0
8.81589	1.25787	beetle	2	0
4.237	1.29282	beetle	2	0
3.47261	0.727541	beetle	2	0
1.87318	2.43698	mouse	10	0
7.2321	8.37266	mouse	10	0
9.08373	3.11431	mouse	10	0
1.36477	0.764191	mouse	10	0
4.56861	1.42691	mouse	10	0
9.97433	4.31606	mouse	10	0
5.28812	3.12097	mouse	10	0
6.40475	2.19587	mouse	10	0
8.01615	3.23027	mouse	10	0
6.21529	0.723489	mouse	10	0
9.49875	0.0520021	mouse	10	0
8.03155	5.57546	mouse	10	0
5.75527	9.14757	mouse	10	0
0.845329	4.2294	mouse	10	0
7.65913	8.58118	mouse	10	0
4.86482	3.20943	mouse	10	0
4.86683	4.03383	mouse	10	0
3.96266	7.83977	mouse	10	0
0.0708272	6.35621	mouse	10	0
9.68215	5.24885	mouse	10	0
7.11087	6.59338	mouse	10	0
9.10848	9.53584	mouse	10	0
1.10338	8.51703	mouse	10	0
6.66475	9.72855	mouse	10	0
0.179078	6.4023	mouse	10	0
0.811914	0.223543	mouse	10	0
8.56104	8.17573	mouse	10	0
7.52621	1.9688	mouse	10	0
5.22278	8.09672	mouse	10	0
5.92136	2.37	mouse	10	0
8.13084	5.20357	mouse	10	0
5.86133	8.82724	mouse	10	0
5.31971	8.12783	mouse	10	0
3.61065	5.4584	mouse	10	0
9.10525	5.28785	mouse	10	0
8.89334	4.87274	mouse	10	0
6.68983	3.94748	mouse	10	0
5.44819	7.17488	mouse	10	0
1.28481	6.28738	mouse	10	0
3.38637	3.55044	mouse	10	0
2.92789	6.15066	mouse	10	0
9.7858	4.95838	mouse	10	0
0.343443	3.07575	mouse	10	0
4.49236	4.30963	mouse	10	0
3.22873	5.46927	mouse	10	0
7.16383	0.143201	mouse	10	0
0.289367	8.42669	mouse	10	0
7.34427	1.41484	mouse	10	0
5.54038	8.575	mouse	10	0
5.78444	8.36636	mouse	10	0
8.5999	6.141	mouse	10	0
1.6366	3.97095	mouse	10	0
8.19384	3.06674	mouse	10	0
1.1713	4.63578	mouse	10	0
7.76689	6.34335	mouse	10	0
3.28182	6.78309	mouse	10	0
9.99474	1.48343	mouse	10	0
7.91207	3.68137	mouse	10	0
0.182399	2.00155	mouse	10	0
9.53788	0.845939	mouse	10	0
0.0910589	5.74395	mouse	10	0
2.27306	8.35624	mouse	10	0
6.51583	4.99872	mouse	10	0
2.61266	6.49163	mouse	10	0
9.12148	9.13304	mouse	10	0
3.96097	3.68612	mouse	10	0
1.39673	0.406576	mouse	10	0
1.25804	9.65887	mouse	10	0
3.19785	0.828117	mouse	10	0
4.08951	4.65667	mouse	10	0
8.21459	4.54956	mouse	10	0
3.81312	5.47148	mouse	10	0
3.20202	5.58148	rabbit	50	0
5.55079	9.41878	rabbit	50	0
9.57397	3.56426	rabbit	50	0
3.12418	5.92919	rabbit	50	0
5.59013	2.12463	rabbit	50	0
3.33662	4.17108	rabbit	50	0
3.35419	2.24106	rabbit	50	0
1.58979	9.58049	rabbit	50	0
8.50665	4.84828	rabbit	50	0
2.95892	7.55411	gazelle	250	0
4.30771	4.87922	gazelle	250	0
0.0530518	2.85018	gazelle	250	0
1.86197	5.81085	scorpion	4	0
0.00646018	5.38889	scorpion	4	0
0.805025	1.34051	scorpion	4	0
1.76709	7.8547	scorpion	4	0
8.59192	7.06864	scorpion	4	0
5.54067	2.93824	lizard	20	0
7.09013	6.24543	lizard	20	0
0.531275	5.63106	lizard	20	0
2.86337	7.65372	lizard	20	0
3.76165	5.22348	skunk	100	0
1.4008	4.72474	skunk	100	0
0.0583769	1.34336	dog	500	0
14.5074	5.28676	lichen	1	0
14.7041	2.67429	lichen	1	0
13.1023	2.76282	lichen	1	0
19.1305	5.14639	lichen	1	0
16.5576	4.42355	lichen	1	0
11.5171	5.94726	lichen	1	0
18.9963	6.51596	lichen	1	0
14.9665	5.17494	lichen	1	0
19.6987	2.87003	lichen	1	0
12.4565	9.15741	lichen	1	0
18.9962	9.85454	lichen	1	0
16.1924	0.142102	lichen	1	0
14.2936	8.95713	lichen	1	0
16.3793	0.928623	lichen	1	0
10.3006	0.186859	lichen	1	0
18.2124	5.23371	lichen	1	0
17.2708	3.233	lichen	1	0
14.0813	7.2168	lichen	1	0
17.8069	9.77454	lichen	1	0
14.5328	2.32343	lichen	1	0
19.2461	4.53251	lichen	1	0
11.5726	4.52528	lichen	1	0
18.9384	0.351413	lichen	1	0
16.3061	4.8075	lichen	1	0
18.0628	6.98602	lichen	1	0
11.7176	6.78623	lichen	1	0
16.326	0.67495	lichen	1	0
12.1713	9.10714	lichen	1	0
10.7505	2.25159	lichen	1	0
10.1526	2.87384	lichen	1	0
12.1764	0.977639	lichen	1	0
18.2316	3.23047	lichen	1	0
11.5418	4.54893	lichen	1	0
10.3816	4.85981	lichen	1	0
19.967	9.91026	lichen	1	0
19.883	3.89436	lichen	1	0
13.5813	5.07972	lichen	1	0
10.539	9.87569	lichen	1	0
15.7416	6.243	lichen	1	0
11.1041	4.71602	lichen	1	0
12.0593	5.23819	lichen	1	0
11.8673	8.52975	lichen	1	0
11.629	3.09586	lichen	1	0
19.8025	4.18247	lichen	1	0
11.5095	1.31621	lichen	1	0
19.4819	5.54728	lichen	1	0
19.1424	8.91496	lichen	1	0
12.1744	1.47855	lichen	1	0
13.75	0.085396	lichen	1	0
18.8335	9.49827	lichen	1	0
10.855	0.99156	lichen	1	0
17.3165	2.40772	lichen	1	0
17.6615	6.80255	lichen	1	0
15.0925	4.61438	lichen	1	0
10.9628	6.81856	lichen	1	0
16.4289	2.68394	lichen	1	0
17.3191	9.22827	lichen	1	0
15.3611	6.62221	lichen	1	0
13.67	4.06954	lichen	1	0
19.1131	4.99663	lichen	1	0
16.0519	6.778	lichen	1	0
11.005	2.05662	lichen	1	0
16.6469	1.15365	lichen	1	0
13.4038	5.80656	lichen	1	0
18.8119	9.62614	lichen	1	0
18.9315	4.06697	lichen	1	0
14.5683	3.47059	lichen	1	0
13.9137	9.41582	lichen	1	0
17.7544	1.26279	lichen	1	0
16.5585	2.60723	lichen	1	0
17.0472	3.88036	lichen	1	0
18.8363	2.08276	lichen	1	0
16.5327	6.36423	lichen	1	0
10.7907	8.63828	lichen	1	0
13.9704	5.12361	lichen	1	0
19.4134	7.12557	lichen	1	0
19.6371	0.760012	lichen	1	0
16.2138	8.9088	lichen	1	0
18.5703	7.41791	lichen	1	0
12.4095	0.459708	lichen	1	0
15.6164	4.10595	lichen	1	0
12.642	3.05646	lichen	1	0
19.7536	0.0382063	lichen	1	0
19.2419	0.607979	lichen	1	0
17.2523	6.76519	lichen	1	0
11.1856	7.62759	lichen	1	0
16.4304	9.31746	lichen	1	0
15.4274	5.89034	lichen	1	0
18.324	5.79593	lichen	1	0
19.3031	8.33054	lichen	1	0
17.5707	1.32976	lichen	1	0
13.9904	1.74458	lichen	1	0
17.2711	8.10787	lichen	1	0
18.9123	6.25879	lichen	1	0
15.538	0.489108	lichen	1	0
13.841	1.0787	lichen	1	0
12.8189	6.11738	lichen	1	0
15.2131	7.51644	lichen	1	0
18.461	9.44513	lichen	1	0
17.8087	1.43564	lichen	1	0
17.8041	3.09202	lichen	1	0
14.03	9.56384	lichen	1	0
18.5509	4.53465	lichen	1	0
11.4904	8.42685	lichen	1	0
11.6524	2.30609	lichen	1	0
16.8427	1.52318	lichen	1	0
17.0665	1.91873	lichen	1	0
19.0129	0.928561	grass	5	0
10.4481	4.43495	grass	5	0
11.7482	5.97629	grass	5	0
11.2014	1.67864	grass	5	0
11.9543	0.868319	grass	5	0
16.7189	0.636589	grass	5	0
12.323	2.20994	grass	5	0
13.7569	5.43261	grass	5	0
12.5649	4.68562	grass	5	0
17.6841	2.49873	grass	5	0
19.3106	2.28247	grass	5	0
15.8963	3.54321	grass	5	0
15.2049	2.17618	grass	5	0
10.0868	5.76319	grass	5	0
17.4002	6.43203	grass	5	0
15.721	5.63033	grass	5	0
16.5	9.74561	grass	5	0
17.3589	7.16928	grass	5	0
13.7111	3.92788	grass	5	0
13.8945	9.71049	grass	5	0
19.1379	2.59648	grass	5	0
19.1045	9.01559	grass	5	0
18.0361	9.0553	grass	5	0
17.9155	4.47196	grass	5	0
12.3104	6.56326	grass	5	0
11.2103	0.816258	grass	5	0
10.176	6.95663	grass	5	0
19.399	5.0887	grass	5	0
18.4691	9.00783	grass	5	0
12.6602	1.04565	grass	5	0
12.691	2.33181	grass	5	0
15.7325	8.76122	grass	5	0
19.9469	6.33183	grass	5	0
19.8161	3.91304	grass	5	0
13.7895	9.2348	grass	5	0
16.5959	1.33706	grass	5	0
18.6494	4.15028	grass	5	0
18.0148	7.56169	grass	5	0
10.9975	2.85819	grass	5	0
19.504	0.890105	grass	5	0
12.0363	6.07099	grass	5	0
14.7101	3.2874	grass	5	0
12.9481	6.89684	grass	5	0
10.7415	5.47689	grass	5	0
17.4987	2.1256	grass	5	0
12.2007	1.42796	grass	5	0
13.2286	7.5655	grass	5	0
10.9288	2.59003	grass	5	0
12.6618	7.24231	grass	5	0
15.5949	3.36856	grass	5	0
10.5524	8.5981	grass	5	0
11.8566	9.59169	grass	5	0
16.2041	8.00143	grass	5	0
14.9819	7.05319	grass	5	0
12.6091	2.64146	grass	5	0
19.7244	0.898873	grass	5	0
10.9368	8.25187	grass	5	0
17.7202	9.88046	grass	5	0
14.7826	4.96043	grass	5	0
19.3149	9.74578	grass	5	0
10.227	4.95228	grass	5	0
17.9799	8.84306	grass	5	0
13.6724	1.6393	grass	5	0
19.2524	4.4545	grass	5	0
19.7982	1.63079	grass	5	0
15.5003	0.429572	grass	5	0
10.7568	6.05807	grass	5	0
11.5055	7.68141	grass	5	0
19.2612	1.24206	grass	5	0
15.088	6.44924	grass	5	0
19.6948	8.68493	grass	5	0
13.6121	1.03323	grass	5	0
19.183	1.98219	grass	5	0
10.494	7.02587	grass	5	0
18.787	9.22925	grass	5	0
13.8946	7.02628	grass	5	0
13.0023	4.137	grass	5	0
15.5749	9.38998	grass	5	0
12.867	0.719701	grass	5	0
13.6982	9.91733	grass	5	0
11.6673	2.40892	grass	5	0
18.9225	4.17111	grass	5	0
14.3734	7.21598	grass	5	0
17.8721	9.86621	grass	5	0
19.8274	8.24697	grass	5	0
10.6874	6.31543	grass	5	0
12.0636	1.01508	grass	5	0
10.7574	4.44125	grass	5	0
15.4965	2.63559	grass	5	0
15.6625	6.25953	grass	5	0
13.3645	0.38593	grass	5	0
16.6444	7.23747	grass	5	0
13.3792	5.34955	grass	5	0
11.6202	2.5289	grass	5	0
11.505	0.643529	grass	5	0
14.0548	6.02713	grass	5	0
14.6417	6.73321	grass	5	0
15.4683	8.03225	grass	5	0
14.7893	2.6409	grass	5	0
16.1108	3.58506	grass	5	0
18.1524	5.62929	grass	5	0
16.435	9.48954	grass	5	0
18.044	9.52795	grass	5	0
15.2455	8.62972	grass	5	0
18.3185	1.86738	grass	5	0
17.4331	3.89268	tulip	25	0
13.0022	3.00453	tulip	25	0
17.9666	8.52209	tulip	25	0
18.593	2.12766	tulip	25	0
15.3489	4.1063	tulip	25	0
16.7654	5.43622	tulip	25	0
15.0307	1.83703	tulip	25	0
19.9612	1.366	tulip	25	0
17.0455	4.28616	tulip	25	0
17.8994	0.0992113	tulip	25	0
18.8368	9.28673	tulip	25	0
11.7113	6.52356	tulip	25	0
10.5922	2.85212	tulip	25	0
15.0547	6.46721	tulip	25	0
14.9658	1.96153	tulip	25	0
16.5874	0.155891	tulip	25	0
19.5631	3.51452	tulip	25	0
11.6689	0.30414	tulip	25	0
19.5723	8.96733	tulip	25	0
13.4084	7.73743	tulip	25	0
11.4758	9.81075	tulip	25	0
10.7073	5.1029	tulip	25	0
12.4259	1.38545	tulip	25	0
19.5422	3.64181	tulip	25	0
14.7751	5.57063	tulip	25	0
11.4179	7.39949	tulip	25	0
19.9505	7.43099	tulip	25	0
12.6571	3.127	tulip	25	0
10.5188	0.0796433	tulip	25	0
18.1008	6.49435	tulip	25	0
17.4188	1.73851	tulip	25	0
12.6583	3.23105	tulip	25	0
10.6324	4.14663	tulip	25	0
19.2448	5.39464	tulip	25	0
18.386	7.32362	tulip	25	0
11.3599	7.92961	tulip	25	0
15.9223	6.25355	tulip	25	0
18.9251	5.32548	tulip	25	0
11.1151	4.21283	tulip	25	0
18.7269	0.0881175	tulip	25	0
10.3726	4.64703	tulip	25	0
11.3304	7.31895	tulip	25	0
19.6396	0.931498	tulip	25	0
13.4476	5.11812	tulip	25	0
11.6432	4.71663	tulip	25	0
11.0009	7.46412	tulip	25	0
14.7595	2.6845	tulip	25	0
15.6794	6.56993	tulip	25	0
19.2329	7.6815	tulip	25	0
10.4949	8.59793	tulip	25	0
10.3704	7.17404	tulip	25	0
12.6568	5.59043	tulip	25	0
12.3743	9.65646	tulip	25	0
17.1564	1.35393	tulip	25	0
10.3408	7.33044	tulip	25	0
10.2306	7.46096	tulip	25	0
16.6189	8.49241	tulip	25	0
13.3226	9.92015	tulip	25	0
10.476	1.99637	tulip	25	0
15.1366	6.23898	tulip	25	0
14.4296	6.96601	shrub	125	0
19.3157	5.54631	shrub	125	0
16.5289	5.84685	shrub	125	0
13.4368	5.63678	shrub	125	0
10.6131	0.535818	shrub	125	0
17.5315	2.1439	shrub	125	0
15.2333	9.09601	shrub	125	0
14.7778	5.16104	shrub	125	0
17.3044	7.6296	shrub	125	0
14.3521	9.01371	shrub	125	0
17.2146	6.40594	shrub	125	0
12.6582	3.27075	shrub	125	0
13.2345	0.905468	shrub	125	0
17.4362	0.340204	shrub	125	0
15.8453	8.01266	shrub	125	0
17.395	7.07621	shrub	125	0
19.6498	4.94605	shrub	125	0
13.2799	7.95147	shrub	125	0
18.3378	6.53635	shrub	125	0
14.753	6.32878	shrub	125	0
18.8096	2.8142	shrub	125	0
13.7765	0.0162436	shrub	125	0
17.5593	2.35547	shrub	125	0
19.2806	8.94543	shrub	125	0
10.9221	5.77507	shrub	125	0
10.5735	0.265693	cactus	625	0
18.3576	0.11818	cactus	625	0
14.5942	5.56675	cactus	625	0
14.9585	2.08074	cactus	625	0
10.906	8.2865	cactus	625	0
11.4394	1.42633	cactus	625	0
17.2665	5.58893	cactus	625	0
19.9438	1.29882	cactus	625	0
10.9529	6.82785	palm	3125	0
15.0883	3.64733	palm	3125	0
14.5843	0.387688	palm	3125	0
11.6969	8.56219	palm	3125	0
13.284	8.00984	palm	3125	0
11.2836	7.21103	palm	3125	0
18.7903	9.07668	palm	3125	0
19.4689	2.98928	beetle	2	0
12.051	7.81076	beetle	2	0
13.1724	8.36621	beetle	2	0
10.8071	3.53338	beetle	2	0
14.1129	7.604	beetle	2	0
12.5157	4.36957	beetle	2	0
19.625	3.30713	beetle	2	0
18.2987	7.8839	beetle	2	0
11.3632	1.69721	beetle	2	0
14.882	4.71409	beetle	2	0
15.9569	4.05522	beetle	2	0
14.3429	2.75726	beetle	2	0
19.8611	8.96777	beetle	2	0
11.7908	6.99601	beetle	2	0
14.2081	4.77843	beetle	2	0
13.7511	0.629532	beetle	2	0
14.8037	3.50287	beetle	2	0
10.1355	2.74282	beetle	2	0
15.5649	2.54725	beetle	2	0
17.8254	9.4545	beetle	2	0
17.6976	6.25296	beetle	2	0
18.6835	0.526149	beetle	2	0
10.5189	3.52343	beetle	2	0
12.1568	7.92965	beetle	2	0
10.8629	4.61154	beetle	2	0
18.7203	0.728524	beetle	2	0
17.2202	1.74884	beetle	2	0
